522
0 15 114.00575624978879
0 446 4.055562906963824
446 0 4.055562906963824
0 330 6.247209432351583
330 0 6.247209432351583
1 143 19.613970466034274
2 179 12.842437058744409
3 321 30.723703881485235
321 3 30.723703881485235
4 176 12.103773835249967
5 6 23.319851863351815
6 379 6.286574976760717
6 167 65.81283955973981
7 452 3.272821140245127
8 9 17.21092676103586
9 10 14.528921853361824
10 12 66.13778823343792
11 481 6.083152882936383
11 485 6.123435955822129
12 487 98.9876383748768
13 320 8.936462738633567
13 321 9.815104221430007
321 13 9.815104221430007
13 196 58.864810494688456
196 13 58.864810494688456
14 327 6.653803094899332
14 326 4.724968163185416
15 475 6.200761172890981
15 318 4.519845063672513
16 175 7.8417803359371305
16 4 7.589691739410558
16 509 2.8988682746091223
17 323 6.4729518629163305
17 324 3.7645243047794605
18 308 19.149427411426093
308 18 19.149427411426093
18 309 12.056508089971626
19 386 40.97270582076773
386 19 40.97270582076773
19 389 8.490658152055566
19 387 8.324499489360138
19 388 4.96798692810463
388 19 4.96798692810463
20 88 12.60035597059938
20 474 35.153163276774734
474 20 35.153163276774734
20 166 56.22484577658407
166 20 56.22484577658407
21 163 12.16560442630851
163 21 12.16560442630851
21 417 13.569775428448756
21 108 17.16803707664149
22 214 5.934812975313394
23 65 13.30822183815468
24 198 3.072736839643876
25 270 5.125533687210014
26 27 43.66809003653555
27 349 8.34138115462549
27 30 30.646775283637435
28 445 3.1171955683164727
29 505 25.492356343317024
29 333 4.577918975844244
30 521 10.206514068331252
30 342 8.072361940932293
31 502 3.984194416671715
31 366 10.566134560376758
32 148 19.026418700298045
32 33 23.759790059780137
33 353 56.049417886174005
33 352 8.595965334295183
34 360 5.981470496259196
34 152 103.88328876011495
152 34 103.88328876011495
34 359 8.381799629979012
359 34 8.381799629979012
35 58 36.743765621444574
58 35 36.743765621444574
35 439 27.50319545697639
439 35 27.50319545697639
36 476 5.515815360590438
476 36 5.515815360590438
36 188 9.626012335028529
188 36 9.626012335028529
36 213 59.55530188376141
37 478 8.859507044498038
37 195 21.668560561503465
38 482 12.401357736536514
38 136 37.85127461543718
